item_id,timestamp,target
H, 2017/05/21 20:00:00 ,18023.341
H, 2017/05/21 21:00:00 ,17690.069
H, 2017/05/21 22:00:00 ,18374.58
H, 2017/05/21 23:00:00 ,18189.029
H, 2017/05/22 00:00:00 ,17815.142
H, 2017/05/22 01:00:00 ,18169.195
H, 2017/05/22 02:00:00 ,18227.386
H, 2017/05/22 03:00:00 ,18001.495
H, 2017/05/22 04:00:00 ,17993.481
H, 2017/05/22 05:00:00 ,18343.998
H, 2017/05/22 06:00:00 ,17709.425
H, 2017/05/22 07:00:00 ,16478.698
H, 2017/05/22 08:00:00 ,14311.643
H, 2017/05/22 09:00:00 ,13270.555
H, 2017/05/22 10:00:00 ,12768.46
H, 2017/05/22 11:00:00 ,12407.904
H, 2017/05/22 12:00:00 ,11042.487
H, 2017/05/22 13:00:00 ,11177.17
H, 2017/05/22 14:00:00 ,11864.54
H, 2017/05/22 15:00:00 ,13077.295
H, 2017/05/22 16:00:00 ,14269.878
H, 2017/05/22 17:00:00 ,14957.949
H, 2017/05/22 18:00:00 ,15524.816
H, 2017/05/22 19:00:00 ,15870.352
H, 2017/05/22 20:00:00 ,15959.312
H, 2017/05/22 21:00:00 ,16753.733
H, 2017/05/22 22:00:00 ,16709.026
H, 2017/05/22 23:00:00 ,17492.535
H, 2017/05/23 00:00:00 ,17747.145
H, 2017/05/23 01:00:00 ,18140.42
H, 2017/05/23 02:00:00 ,18282.752
H, 2017/05/23 03:00:00 ,18314.582
H, 2017/05/23 04:00:00 ,17804.855
H, 2017/05/23 05:00:00 ,17319.088
H, 2017/05/23 06:00:00 ,17334.042
H, 2017/05/23 07:00:00 ,17138.838
H, 2017/05/23 08:00:00 ,17134.013
H, 2017/05/23 09:00:00 ,17613.094
H, 2017/05/23 10:00:00 ,17326.507
H, 2017/05/23 11:00:00 ,17683.34
H, 2017/05/23 12:00:00 ,17607.677
H, 2017/05/23 13:00:00 ,17639.43
H, 2017/05/23 14:00:00 ,17031.352
H, 2017/05/23 15:00:00 ,17709.662
H, 2017/05/23 16:00:00 ,18376.57
H, 2017/05/23 17:00:00 ,18416.086
H, 2017/05/23 18:00:00 ,18710.281
H, 2017/05/23 19:00:00 ,19562.137
H, 2017/05/23 20:00:00 ,19125.259
H, 2017/05/23 21:00:00 ,19143.132
H, 2017/05/23 22:00:00 ,19065.972
H, 2017/05/23 23:00:00 ,18945.132
H, 2017/05/24 00:00:00 ,18695.316
H, 2017/05/24 01:00:00 ,18991.25
H, 2017/05/24 02:00:00 ,17985.22
H, 2017/05/24 03:00:00 ,17082.825
H, 2017/05/24 04:00:00 ,16219.289
H, 2017/05/24 05:00:00 ,15927.61
H, 2017/05/24 06:00:00 ,16315.206
H, 2017/05/24 07:00:00 ,16256.764
H, 2017/05/24 08:00:00 ,16274.842
H, 2017/05/24 09:00:00 ,16197.379
H, 2017/05/24 10:00:00 ,15997.389
H, 2017/05/24 11:00:00 ,16251.008
H, 2017/05/24 12:00:00 ,16225.564
H, 2017/05/24 13:00:00 ,16182.699
H, 2017/05/24 14:00:00 ,15616.969
H, 2017/05/24 15:00:00 ,15679.847
H, 2017/05/24 16:00:00 ,15168.731
H, 2017/05/24 17:00:00 ,15519.593
H, 2017/05/24 18:00:00 ,15843.66
H, 2017/05/24 19:00:00 ,15921.355
H, 2017/05/24 20:00:00 ,15822.23
H, 2017/05/24 21:00:00 ,15354.348
H, 2017/05/24 22:00:00 ,15797.301
H, 2017/05/24 23:00:00 ,15838.919
H, 2017/05/25 00:00:00 ,15394.291
H, 2017/05/25 01:00:00 ,15413.015
H, 2017/05/25 02:00:00 ,15067.552
H, 2017/05/25 03:00:00 ,15790.678
H, 2017/05/25 04:00:00 ,15853.41
H, 2017/05/25 05:00:00 ,16211.263
H, 2017/05/25 06:00:00 ,16099.013
H, 2017/05/25 07:00:00 ,15703.262
H, 2017/05/25 08:00:00 ,14825.971
H, 2017/05/25 09:00:00 ,13468.778
H, 2017/05/25 10:00:00 ,14281.159
H, 2017/05/25 11:00:00 ,13435.838
H, 2017/05/25 12:00:00 ,12928.082
H, 2017/05/25 13:00:00 ,13041.641
H, 2017/05/25 14:00:00 ,12655.704
H, 2017/05/25 15:00:00 ,13607.382
H, 2017/05/25 16:00:00 ,14919.727
H, 2017/05/25 17:00:00 ,15549.743
H, 2017/05/25 18:00:00 ,15367.428
H, 2017/05/25 19:00:00 ,15469.06
H, 2017/05/25 20:00:00 ,15868.039
H, 2017/05/25 21:00:00 ,16541.047
H, 2017/05/25 22:00:00 ,16807.885
H, 2017/05/25 23:00:00 ,16384.391
H, 2017/05/26 00:00:00 ,15928.043
H, 2017/05/26 01:00:00 ,16649.624
H, 2017/05/26 02:00:00 ,16794.164
H, 2017/05/26 03:00:00 ,16715.813
H, 2017/05/26 04:00:00 ,16380.782
H, 2017/05/26 05:00:00 ,16441.576
